A,abs_l,abs_s,C_air,C_chl,carbon_balance,E,E_q,f_par,g_mc,g_mc25,g_sc,g_sw,g_uc,g_uw,gamma_star,gamma_star25,H,J_max,J_max25,K_C,K_C25,k_mc,K_O,K_O25,k_sc,k_uc,L,leafsize,logit_sr,O,P,phi_J,PPFD,r,R_abs,R_d,R_d25,RH,S_r,S_sw,T_air,T_leaf,theta_J,V_cmax,V_cmax25,V_tpu,V_tpu25,wind,H2O,i
8.60721163670794,0.97,0.8,41,25.7947249341887,6729.20144052221,0.00187801019618573,220,0.5,3.238614552384,3,0.614931774380302,1.01058555169476,0.1,0.164341085271318,3.94385976676436,3.743,29.0071956533643,82.2105957917225,75,32.3849292439423,27.238,1,17.4442275684099,16.582,0.987308207954969,1,82.4849176279984,0.04,-0.012773020862403,21.27565,101.3246,0.331,350,0.2,999.366528116667,2.18056574188677,2,0.5,887.87437435621,154,298.15,299.737915835204,0.825,55.9062080863339,50,223.624832345336,200,0.2,1000,31
10.3171774155721,0.97,0.8,41,29.251153157831,4460.34342299037,0.00585683399258174,220,0.5,3.54109511070856,3,1.17979612284009,1.93888975226434,0.1,0.164341085271318,4.88768995156157,3.743,205.307718407288,109.317148646727,75,65.8991641849391,27.238,1,21.479038671116,16.582,0.998518212803496,1,255.548590046526,0.4,-0.00148288612887602,21.27565,101.3246,0.331,1500,0.2,1430.8056970972,3.10924015988148,2,0.5,969.949387996157,660,298.15,306.436907680194,0.825,88.4085882718834,50,353.634353087534,200,2,1000,72
10.9384191798091,0.97,0.8,41,27.3952338851065,7697.99383579106,0.00324042534401801,220,0.5,3.31646694158832,3,0.911076593728258,1.49727316178597,0.1,0.164341085271318,4.02118283757289,3.743,393.629504304544,84.9132685206167,75,34.5353177060698,27.238,1,17.7757932915524,16.582,0.999998196149548,1,142.241129904468,0.004,-1.80385207826764e-06,21.27565,101.3246,0.331,1500,0.2,1430.8056970972,2.25171199050763,2,0.5,894.935062152759,660,298.15,300.332052171518,0.825,58.2735267359334,50,233.094106943733,200,2,1000,24
8.53279711944938,0.97,0.8,41,30.354231547261,6585.13797545283,0.00194765914399654,220,0.5,2.88134771993301,3,9.12583715174565,14.9974998152719,0.1,0.164341085271318,3.6548672143828,3.743,-3.08351803488932,143.563201991376,150,25.1716134146689,27.238,1,16.2032359784964,16.582,4.17660202459173,1,85.7377027190478,0.4,1.4294980031668,21.27565,101.3246,0.331,200,0.2,943.517169548194,1.9227299044513,2,0.5,860.862986197847,88,298.15,297.431739884199,0.825,95.0378267175561,100,190.075653435112,200,0.2,1000,123
7.96013412362419,0.97,0.8,41,26.667856343653,6329.32777132946,0.00163080635229473,220,0.5,3.00602921240735,3,0.556818327783229,0.915081282868562,0.1,0.164341085271318,3.74763424282566,3.743,2.13595965491915,150.337191604022,150,27.3498226328831,27.238,1,16.6019088399383,16.582,0.999730815669382,1,71.7364144331986,0.004,-0.00026922056722316,21.27565,101.3246,0.331,200,0.2,943.517169548194,2.00409630535915,2,0.5,869.644795380845,88,298.15,298.187393184777,0.825,100.264642490064,100,200.529284980128,200,0.2,1000,75
8.80233893887031,0.97,0.8,41,25.2643413605981,6985.28615092566,0.00181705278794466,220,0.5,3.15506920067681,3,0.557846762890932,0.916771424285872,0.1,0.164341085271318,3.86867308800438,3.743,57.2091786112059,79.5386162282796,75,30.3853267037042,27.238,1,17.1216341909914,16.582,0.999569301622805,1,79.8535531179268,0.004,-0.000430791154381412,21.27565,101.3246,0.331,400,0.2,1018.00527483157,2.11225387702578,2,0.5,880.943347351054,176,298.15,299.151233452248,0.825,53.6543002151668,50,214.617200860667,200,0.2,1000,9
13.9384917127375,0.97,0.8,41,24.074314018595,11181.6078043749,0.00275688390836261,220,0.5,3.02301673846669,3,0.97081397788034,1.5954462272142,0.1,0.164341085271318,3.76078517169544,3.743,25.862151989223,151.293207995,150,27.6688942970246,27.238,1,16.6584015545964,16.582,1.0000115656384,1,121.258070301093,0.004,1.1565571516864e-05,21.27565,101.3246,0.331,400,0.2,1018.00527483157,2.01573872034044,2,0.5,870.881008197542,176,298.15,298.293306179602,0.825,101.017663718902,100,202.035327437804,200,2,1000,82
9.77942039040404,0.97,0.8,41,24.7369473182272,7771.03765413423,0.0020083827362698,220,0.5,3.15423921411679,3,0.603727269963351,0.99217194753667,0.1,0.164341085271318,3.86795770055105,3.743,179.644511772156,79.5130135616758,75,30.3667262005523,27.238,1,17.1185638689457,16.582,0.999997636384423,1,88.2623685602224,0.004,-2.36361837085229e-06,21.27565,101.3246,0.331,750,0.2,1148.78521721119,2.11160803415872,2,0.5,880.877083615706,330,298.15,299.145607824507,0.825,53.6331100909427,50,214.532440363771,200,2,1000,18
9.37728068513324,0.97,0.8,41,26.4193092356799,7166.46367035004,0.0022108170147832,220,0.5,3.41742518587228,3,1.61055059195665,2.64679632166519,0.1,0.164341085271318,4.13822899723527,3.743,15.545951304625,88.8957211522662,75,37.9771410044032,27.238,1,18.277328212615,16.582,0.374874041590159,1,96.961507752494,0.4,-0.981165198528011,21.27565,101.3246,0.331,400,0.2,1018.00527483157,2.3611181634016,2,0.5,905.497804298739,176,298.15,301.21434664115,0.825,61.9565164729558,50,247.826065891823,200,0.2,1000,57
6.35922013728472,0.97,0.8,41,27.2123816708282,5023.94919559779,0.00133527094168693,220,0.5,3.06761281559041,3,0.436988148450023,0.718151065669806,0.1,0.164341085271318,3.79601939273821,3.743,10.6215545690719,76.9238652193165,75,28.536550786758,27.238,1,16.809728524199,16.582,0.999739581728828,1,58.7139556621009,0.4,-0.000260452185898011,21.27565,101.3246,0.331,200,0.2,943.517169548194,2.04706251092327,2,0.5,874.182630596481,88,298.15,298.575622248758,0.825,51.5249744582408,50,206.099897832963,200,2,1000,52
