A,abs_l,abs_s,C_air,C_chl,carbon_balance,E,E_q,f_par,g_mc,g_mc25,g_sc,g_sw,g_uc,g_uw,gamma_star,gamma_star25,H,J_max,J_max25,K_C,K_C25,k_mc,K_O,K_O25,k_sc,k_uc,L,leafsize,logit_sr,O,P,phi_J,PPFD,r,R_abs,R_d,R_d25,RH,S_r,S_sw,T_air,T_leaf,theta_J,V_cmax,V_cmax25,V_tpu,V_tpu25,wind,H2O,SR,i
9.09223330269695,0.97,0.8,41,22.34079132665,6985.43101083594,0.00207263634457084,220,0.5,2.89006495922958,3,0.563727738102788,0.926436282773575,0.1,0.164341085271318,3.66116601999668,3.743,374.386824016583,72.0122333822732,75,25.3155385473913,27.238,1,16.2303151429517,16.582,0.0382910267567101,1,91.2346821232008,0.04,-3.26253969858189,21.27565,101.3246,0.331,1500,0.2,1327.08423042869,1.92821238463998,2,0.5,861.46272360468,660,288.15,297.483529297826,0.825,47.6940081967473,50,190.776032786989,200,2,1000,1000,32
15.2827854820756,0.97,0.8,41,22.2164450687109,11956.3865430153,0.00292282365822029,220,0.5,3.04783322054114,3,1.02362841070562,1.68224203929916,0.1,0.164341085271318,3.78025915408343,3.743,54.0667928600119,152.70639645061,150,28.1461368179261,27.238,1,16.7420453691151,16.582,0.31562193837451,1,128.53702080655,0.004,-1.15321017919913,21.27565,101.3246,0.331,500,0.2,1055.31601005621,2.03302780693249,2,0.5,872.707692479103,220,298.15,298.44960182198,0.825,102.138248197039,100,204.276496394077,200,2,1000,1000,64
10.6634324485194,0.97,0.8,41,26.4269880965441,6716.32204173913,0.00368706363728571,220,0.5,3.18032763057272,3,1.07464698513783,1.76608651821101,0.1,0.164341085271318,3.89071721114026,3.743,282.094806936643,80.3259792191006,75,30.9623938094155,27.238,1,17.2162354384278,16.582,0.172669260367268,1,162.006941499546,0.4,-1.75637730407153,21.27565,101.3246,0.331,1500,0.2,1327.08423042869,2.13219327517749,2,0.5,882.982270584837,660,288.15,299.324178093243,0.825,54.3094404758778,50,217.237761903511,200,2,1000,1000,50
15.4969857541841,0.97,0.8,41,24.6952104963082,9728.41477695763,0.00537533707996372,220,0.5,3.48952498791781,3,1.53652906298169,2.52514853761331,0.1,0.164341085271318,4.99994644101756,3.743,-38.2542557112273,222.740601372352,150,71.0449385634758,27.238,1,21.9572624109943,16.582,0.184451051566522,1,234.371233343476,0.04,-1.69037115386315,21.27565,101.3246,0.331,500,0.2,1175.29833778573,3.22820776586375,2,0.5,979.180808595199,220,308.15,307.163442345186,0.825,185.604610981982,100,371.209221963964,200,2,1000,1000,84
4.91085323194716,0.97,0.8,41,26.3551988065858,1441.2430179657,0.00337249449631612,220,0.5,2.17775766209024,3,0.284304444144893,0.467229008982305,0.1,0.164341085271318,6.53871936409353,3.743,302.952172271675,110.796033636619,75,172.730335646159,27.238,1,28.4826357989722,16.582,0.262394569294645,1,145.757255316913,0.04,-1.33790591841203,21.27565,101.3246,0.331,1500,0.2,1545.7550946678,5.03094854853719,2,0.5,1097.04566696458,660,308.15,316.016660524384,0.825,164.610587890576,50,658.442351562304,200,2,1000,1000,36
7.28291469191067,0.97,0.8,41,25.9061586133375,3962.84663880456,0.00315610254537315,220,0.5,3.11590297778882,3,0.460240133819608,0.756363630773309,0.1,0.164341085271318,5.51040359439053,3.743,388.614351194727,116.822610383554,75,98.021646731851,27.238,1,24.1278711069267,16.582,0.276782625325403,1,137.18121901072,0.004,-1.2845228269869,21.27565,101.3246,0.331,1500,0.2,1545.7550946678,3.79116611121752,2,0.5,1019.96474299497,660,308.15,310.313087745559,0.825,114.218196533562,50,456.872786134249,200,2,1000,1000,18
21.8983048997197,0.97,0.8,41,25.5332189335791,11699.2494085622,0.0092732302909217,220,0.5,3.51902424270399,3,5.8939149500418,9.68612379386715,0.1,0.164341085271318,4.29617829508043,3.743,105.042857547481,188.019278206508,150,42.9919112080656,27.238,1,18.9534524653095,16.582,0.105684205890971,1,406.239445225424,0.4,-2.24729982119729,21.27565,101.3246,0.331,1500,0.2,1430.8056970972,2.51199024082049,2,0.5,919.523395857926,660,298.15,302.374037333727,0.825,134.234603036907,100,268.469206073814,200,2,1000,1000,106
20.6268608865257,0.97,0.8,41,23.3960220339558,14259.9926450242,0.0054730954243302,220,0.5,3.2500112768566,3,1.74589380599391,2.86922082845511,0.1,0.164341085271318,3.95467555695381,3.743,301.573590880353,165.183229853473,150,32.6799345373724,27.238,1,17.490618035898,16.582,0.452440566426474,1,240.366501843821,0.004,-0.793098869382524,21.27565,101.3246,0.331,1500,0.2,1430.8056970972,2.1904631757594,2,0.5,888.866065179242,660,298.15,299.821577141563,0.825,112.468407597267,100,224.936815194534,200,2,1000,1000,70
3.45352407250951,0.97,0.8,41,28.9346611384307,2672.51298835771,0.000780993656001447,220,0.5,3.01498774651485,3,0.233598302613029,0.383897985689628,0.1,0.164341085271318,3.75455197735706,3.743,1.69271701230498,150.840242684193,150,27.5173406918138,27.238,1,16.6316262402543,16.582,4.53999297624848e-05,1,34.3527129152685,0.04,-10,21.27565,101.3246,0.331,100,0.2,906.340331127716,2.01021719903297,2,0.5,870.295342027877,44,298.15,298.243143077282,0.825,100.660377917871,100,201.320755835743,200,0.2,1000,1000,75
3.60261397997288,0.97,0.8,41,30.8301905882474,2725.0634401928,0.000877505968592357,220,0.5,2.98520735049222,3,0.597410143356292,0.981790313112666,0.1,0.164341085271318,3.73170082984862,3.743,-0.408700507311114,149.177238012425,150,26.9666932319685,27.238,1,16.5334553136548,16.582,4.53999297624848e-05,1,38.604875157566,0.4,-10,21.27565,101.3246,0.331,100,0.2,906.340331127716,1.99002631539469,2,0.5,868.144153613928,44,298.15,298.058673301998,0.825,99.3563098866666,100,198.712619773333,200,0.2,1000,1000,93
